회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),부채(*)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원)
원텍(주),336570,2023/12,153272310,99279476,53992834,115628803,150891780,98157731,52734048,113763242
원풍물산(주),008290,2018/12,,,,,46570934,24417416,22153519,42670879
원풍물산(주),008290,2019/12,,,,,64045771,45552550,18493221,40753665
원풍물산(주),008290,2020/12,,,,,52283732,33553571,18730161,29083210
원풍물산(주),008290,2021/12,,,,,39684290,22078986,17605304,30870989
원풍물산(주),008290,2022/12,,,,,33088297,14059506,19028790,33300033
웰바이오텍(주),010600,2018/12,111157697,76402144,34755553,73932352,97448900,73185551,24263349,28822815
웰바이오텍(주),010600,2019/12,119823956,75636486,44187470,83816106,96052525,73515601,22536923,29115362
웰바이오텍(주),010600,2020/12,70920912,19490517,51430394,60431405,60557421,19355964,41201456,16233123
웰바이오텍(주),010600,2021/12,136826786,33306908,103519879,121623325,71816066,28096752,43719314,21745812
웰바이오텍(주),010600,2022/12,60207813,37797521,22410292,190937399,34488440,29111152,5377288,46983274
웰킵스하이텍(주),043590,2018/12,65140546,26019585,39120961,46795016,63496122,26163724,37332398,40298802
웰킵스하이텍(주),043590,2019/12,27010183,16038456,10971727,35522415,25652205,16455605,9196600,28801873
웰킵스하이텍(주),043590,2020/12,21459773,14134349,7325424,27241420,18128126,13093978,5034148,23789691
웰킵스하이텍(주),043590,2021/12,33354015,28587520,4766495,33132710,31241491,28033051,3208440,33120205
웰킵스하이텍(주),043590,2022/12,36429582,33414406,3015176,20896933,35707308,34156084,1551223,20913549
웰킵스하이텍(주),043590,2023/12,46082688,42644457,3438231,20230593,45320344,42433435,2886908,20236336
웹케시(주),053580,2018/12,37133610,22348476,14785134,77999972,37481699,23837257,13644442,76558340
웹케시(주),053580,2019/12,,,,,63272158,54224416,9047742,61201347
웹케시(주),053580,2020/12,,,,,99222864,67119193,32103671,72830846
웹케시(주),053580,2021/12,,,,,136094898,99229425,36865473,81898870
웹케시(주),053580,2022/12,,,,,128913009,103028046,25884963,87866522
웹케시(주),053580,2023/12,,,,,121746431,103320931,18425500,73580456
위더스제약(주),330350,2018/06,,,,,69018224,44096124,24922100,50945429
위더스제약(주),330350,2019/06,,,,,76282983,52428808,23854175,51732082
위더스제약(주),330350,2020/06,,,,,107012761,76759470,30253291,52393204
위더스제약(주),330350,2021/12,,,,,118979070,80905224,38073847,57418806
위더스제약(주),330350,2022/12,,,,,119394797,83036154,36358643,64680376
위더스제약(주),330350,2023/12,,,,,130780017,90277967,40502050,80119450
위즈코프(주),038620,2018/12,44698781,40522774,4176007,39602235,44045947,42546308,1499639,33903223
위즈코프(주),038620,2019/12,41680874,39962966,1717907,36756137,41726591,40008755,1717835,35221336
위즈코프(주),038620,2020/12,51178027,43823416,7354610,28206514,47791954,42000722,5791232,27401642
위즈코프(주),038620,2021/12,86319474,75850221,10469253,35478283,83154869,73938996,9215874,33197754
위즈코프(주),038620,2022/12,87514747,78364812,9149935,41213941,84219532,75718248,8501284,41213941
위즈코프(주),038620,2023/12,117204722,86815037,30389685,56065935,97565812,78224314,19341498,44425480
윈텍(주),320000,2019/12,,,,,,,,
윈텍(주),320000,2020/12,,,,,22387513,20431821,1955692,11239478
윈텍(주),320000,2021/12,,,,,24612973,21102291,3510682,15405211
윈텍(주),320000,2022/12,,,,,28736103,22722871,6013232,20269062
윈텍(주),320000,2023/12,,,,,38889373,24284436,14604938,15967468
윙입푸드홀딩스,900340,2018/12,110058296,83993754,26064542,96175443,,,,
윙입푸드홀딩스,900340,2019/12,126212171,100148158,26064013,111593709,,,,
윙입푸드홀딩스,900340,2020/12,150944433,123042249,27902184,130453200,,,,
윙입푸드홀딩스,900340,2021/12,196205552,156674572,39530980,153442244,,,,
윙입푸드홀딩스,900340,2022/12,207116351,168102085,39014266,168597291,,,,
유니셈(주),036200,2018/12,141265243,104231997,37033245,214304332,140088892,103626485,36462406,208976766
유니셈(주),036200,2019/12,167715642,123779186,43936455,179032324,165363811,123892418,41471394,173111386
유니셈(주),036200,2020/12,197156109,147170125,49985984,215129755,195335565,146363579,48971986,210831360
유니셈(주),036200,2021/12,232940285,183037076,49903209,296076524,229040375,180535768,48504607,290067971
유니셈(주),036200,2022/12,234727332,199436343,35290989,253229086,230640898,196819110,33821788,245886018
유니셈(주),036200,2023/12,243364156,214384514,28979642,232111743,237042686,210089866,26952820,221618761
유니슨(주),018000,2018/12,229657555,72018870,157638685,165234057,259147957,102025791,157122166,164740598
유니슨(주),018000,2019/12,236352875,71195149,165157726,75933109,248355549,84530558,163824991,73652840
유니슨(주),018000,2020/12,256679112,75720996,180958116,80168053,276609248,87137912,189471336,78512293
유니슨(주),018000,2021/12,271581225,77390046,194191179,149659495,279514635,88488438,191026197,147676957
유니슨(주),018000,2022/12,262006345,67207541,194798804,239179016,269599264,77475348,192123917,237828546
유니슨(주),018000,2023/12,263045947,58970976,204074972,107739240,263813280,64577589,199235692,106969905
유니온머티리얼(주),047400,2018/12,144252759,78527723,65725036,112336021,142329399,79325565,63003833,109259663
유니온머티리얼(주),047400,2019/12,174875889,86126272,88749617,109109285,160958339,87965129,72993210,106728812
유니온머티리얼(주),047400,2020/12,184455805,83173108,101282697,93508566,164691073,84749349,79941724,93579934
유니온머티리얼(주),047400,2021/12,186669511,83880737,102788774,118261478,169933986,89415500,80518485,117651508
유니온머티리얼(주),047400,2022/12,204164785,83821138,120343647,126146837,175414089,94281615,81132473,125640564
유니온머티리얼(주),047400,2023/12,187088687,63730656,123358031,116470234,165977704,78947818,87029886,116134686
유니퀘스트(주),077500,2018/12,324112689,191595305,132517383,270301572,262339557,151095243,111244314,253633391
유니퀘스트(주),077500,2019/12,349702333,214435786,135266547,335250952,280657244,154350925,126306320,325382224
유니퀘스트(주),077500,2020/12,379977750,236681585,143296166,402809427,303532743,166392384,137140359,398938432
유니퀘스트(주),077500,2021/12,490332218,308508655,181823563,590983231,364310534,207925576,156384958,585700082
유니퀘스트(주),077500,2022/12,610723418,347841184,262882234,739459798,475552210,232052043,243500167,729811429
유니퀘스트(주),077500,2023/12,454404381,213657095,240747286,665926330,454782032,214036897,240745135,666164675
유비벨록스(주),089850,2018/12,289458122,170232356,119225766,108635626,102941979,43236676,59705303,94171950
유비벨록스(주),089850,2019/12,291875648,182680508,109195140,279431721,86404357,42779758,43624599,91236770
유비벨록스(주),089850,2020/12,317550781,194144011,123406770,286042640,114155493,62937041,51218452,82219283
유비벨록스(주),089850,2021/12,394731187,209644286,185086901,323287060,162163302,100893690,61269612,93532810
유비벨록스(주),089850,2022/12,442771605,213858339,228913267,449332241,146828035,85681799,61146236,107505274
유비벨록스(주),089850,2023/12,528941048,244455779,284485268,543627601,240944210,140283437,100660773,121131401
유성기업(주),002920,2018/12,375587754,290426114,85161640,246613791,288556471,206871393,81685078,246202329
유성기업(주),002920,2019/12,396398403,305855644,90542760,259585534,299264305,215504961,83759344,259202196
유성기업(주),002920,2020/12,411316942,295138972,116177970,241545669,301031006,202127553,98903453,241124419
유성기업(주),002920,2021/12,409968041,305113780,104854261,276391974,286711940,202893301,83818639,275543213
유성기업(주),002920,2022/12,427046002,327234040,99811963,296756354,282103360,201522647,80580713,295645302
유성기업(주),002920,2023/12,439604034,335105442,104498592,311469921,279864158,194840044,85024114,310001569
유아이엘(주),049520,2018/12,220193003,167956961,52236042,423594391,124448023,109852921,14595101,126435327
유아이엘(주),049520,2019/12,211559225,169630749,41928476,408486203,110356000,100724285,9631715,100478694
유아이엘(주),049520,2020/12,212798924,150703717,62095207,300847701,122064058,102394761,19669297,50002764
유아이엘(주),049520,2021/12,210114135,139871554,70242581,266589412,115384899,87499943,27884956,49653305
유아이엘(주),049520,2022/12,209114481,148357854,60756627,332931160,118622068,94312141,24309927,67988327
유아이엘(주),049520,2023/12,227663905,159483579,68180326,332145486,125504519,106990563,18513956,70417906
유엔젤(주),072130,2018/12,51154130,40953981,10200149,33517791,49131449,39555870,9575579,31365060
유엔젤(주),072130,2019/12,46198028,35446819,10751209,26557494,44418184,35635861,8782323,25481484
유엔젤(주),072130,2020/12,48567847,35421415,13146431,27063345,47398504,37008511,10389993,26691556
유엔젤(주),072130,2021/12,61716674,52204135,9512538,29681809,60379664,51916224,8463440,28727824
유엔젤(주),072130,2022/12,61023632,53780737,7242895,30044903,58983271,51437574,7545697,29047454
유엔젤(주),072130,2023/12,62948969,54830211,8118758,36639039,61815007,53421466,8393540,36061283
유일에너테크(주),340930,2019/12,62942791,10820930,52121861,47014943,62958529,10843513,52115016,46989506
유일에너테크(주),340930,2020/12,40771172,20278907,20492265,59018469,40790147,20304895,20485252,58978131
유일에너테크(주),340930,2021/12,88853256,46274088,42579167,29355057,89006749,46438079,42568670,29243193
유일에너테크(주),340930,2022/12,156003228,59486870,96516358,47468577,114015604,24075339,89940265,47435738
유진기업(주),023410,2018/12,4135331305,780193746,3355137559,1451043143,1506384961,766618173,739766788,780987279
유진기업(주),023410,2019/12,4527888217,791395226,3736492992,1457764778,1444273589,779040117,665233472,806997640
유진기업(주),023410,2020/12,4708657424,808088072,3900569353,1443802805,1623350548,852437766,770912782,749154175
유진기업(주),023410,2021/12,2276820453,893540153,1383280300,1345328206,1680602698,899167126,781435573,899601175
유진기업(주),023410,2022/12,2030421859,937596248,1092825611,1407717459,1656569764,921082193,735487570,911597900
유진기업(주),023410,2023/12,2286216043,1067945493,1218270550,1473426055,1828640430,1009330455,819309975,960020774
율촌화학(주),008730,2018/12,614211350,336213095,277998255,489770532,603109297,334340294,268769003,483572047
율촌화학(주),008730,2019/12,606491434,341983595,264507839,506617381,595535057,340792792,254742265,483893130
율촌화학(주),008730,2020/12,613344959,347643462,265701497,520654570,601371416,344803974,256567443,498548880
율촌화학(주),008730,2021/12,666716498,346066225,320650273,538734198,654338650,340711040,313627610,512575795
율촌화학(주),008730,2022/12,653136153,333811755,319324397,508944090,640577539,326232218,314345321,481497588
율촌화학(주),008730,2023/12,678951067,306262066,372689001,414490610,669697572,301560965,368136608,393256337
이건산업(주),008250,2018/12,434159077,180472991,253686086,339611061,259669738,93320803,166348934,225873544
이건산업(주),008250,2019/12,422594845,178462899,244131946,279669847,249254873,97385818,151869055,175856875
이건산업(주),008250,2020/12,383232664,172504156,210728508,256935916,233683433,100443181,133240252,154442857
이건산업(주),008250,2021/12,419293457,189839274,229454184,276830153,254279668,100801706,153477962,146268919
이건산업(주),008250,2022/12,442826933,200553364,242273570,329330251,252904787,101915393,150989394,166110854
이건산업(주),008250,2023/12,443074731,192247663,250827068,311559748,274421925,108412586,166009339,184656368
이구산업(주),025820,2018/12,,,,,260653064,104707340,155945724,227211411
이구산업(주),025820,2019/12,,,,,263335449,101223011,162112438,210304346
이구산업(주),025820,2020/12,,,,,271665261,102268219,169397042,202936445
이구산업(주),025820,2021/12,,,,,323941424,122710315,201231109,334356732
이구산업(주),025820,2022/12,,,,,337212432,127212835,209999598,429618752
이구산업(주),025820,2023/12,,,,,313891618,125926035,187965583,433373178
이노뎁(주),303530,2018/12,,,,,21019860,6164143,14855717,34461954
이노뎁(주),303530,2019/12,,,,,26198717,8008138,18190578,60760011
이노뎁(주),303530,2020/12,,,,,36284064,20929400,15354665,66729680
이노뎁(주),303530,2021/12,,,,,55310949,40502323,14808626,60038612
이노뎁(주),303530,2022/12,,,,,55560241,39261737,16298504,76416491
이노뎁(주),303530,2023/12,,,,,54127698,39183678,14944020,84032974
이노시스(주),056090,2018/12,74861219,39199688,35661532,31685938,78757473,43977132,34780341,16119849
이노시스(주),056090,2019/12,71080648,37987600,33093047,34814232,70114986,38411505,31703481,21361556
이노시스(주),056090,2020/12,64432489,27085115,37347374,27775059,61449143,27085115,34364028,17732868
이노시스(주),056090,2021/12,75061905,28777540,46284365,38055374,70197762,28544160,41653602,21381255
이노시스(주),056090,2022/12,141439172,57679008,83760164,41168962,136769229,57084515,79684714,22419045
이니텍(주),053350,2018/12,230847209,176212989,54634220,262465790,104077375,92202046,11875330,53449709
이니텍(주),053350,2019/12,259984863,200906288,59078575,288034220,100349974,91082137,9267837,50464089
이니텍(주),053350,2020/12,256870839,202105674,54765165,291954880,99351028,90320821,9030207,41864028
이니텍(주),053350,2021/12,,,,,138900685,120405329,18495356,50255619
이니텍(주),053350,2022/12,,,,,122977343,116716282,6261061,53834115
이니텍(주),053350,2023/12,,,,,119547400,112284331,7263069,45650974
이삭엔지니어링(주),351330,2018/12,,,,,,,,
이삭엔지니어링(주),351330,2019/12,34120151,12928597,21191554,32758863,33277374,12247989,21029385,32632426
이삭엔지니어링(주),351330,2020/12,32744541,17871059,14873482,44844544,32106044,16674980,15431064,44386005
이삭엔지니어링(주),351330,2021/12,55869106,44936041,10933065,43047123,54034523,44748579,9285945,42782207
이삭엔지니어링(주),351330,2022/12,69963917,47890617,22073299,59678363,67792450,47188017,20604434,57539967
이스트아시아홀딩스인베스트먼트리미티드,900110,2018/12,208315049,191830686,16484363,92978878,,,,
이스트아시아홀딩스인베스트먼트리미티드,900110,2019/12,215567392,198360430,17206962,91506104,,,,
이스트아시아홀딩스인베스트먼트리미티드,900110,2020/12,216147613,207878993,8268619,37540770,,,,
이스트아시아홀딩스인베스트먼트리미티드,900110,2021/12,254945672,244039531,10906141,50849362,,,,
이스트아시아홀딩스인베스트먼트리미티드,900110,2022/12,275053276,263177292,11875984,54168514,,,,
이에이트(주),418620,2019/12,,,,,,,,
이에이트(주),418620,2020/12,,,,,,,,
이에이트(주),418620,2021/12,9324060,-1016529,10340589,197597,9323892,-1014768,10338660,197597
이에이트(주),418620,2022/12,8578577,-2016452,10595029,309154,8577826,-2017188,10595014,309154
이엠코리아(주),095190,2018/12,181940514,87061354,94879161,107484472,158897726,92039394,66858332,100231876
이엠코리아(주),095190,2019/12,185095105,75412083,109683023,84821800,175960140,90285793,85674347,81408473
이엠코리아(주),095190,2020/12,185761197,83115895,102645303,76777095,179138145,99616821,79521324,64882728
이엠코리아(주),095190,2021/12,182045010,88840067,93204942,98025956,175822596,106676252,69146344,84353693
이엠코리아(주),095190,2022/12,173290561,80441069,92849491,95528614,169485607,101557910,67927697,88568418
이엠코리아(주),095190,2023/12,219351522,76539606,142811917,102239444,206392391,91612400,114779991,97000978
이연제약(주),102460,2018/12,303166752,225391929,77774823,122990417,305622837,227878434,77744403,122990417
이연제약(주),102460,2019/12,274482252,222291598,52190654,131557875,275730755,224074481,51656275,131557875
이연제약(주),102460,2020/12,317609837,230089268,87520569,130034153,317439583,232639534,84800050,130034153
이연제약(주),102460,2021/12,477978172,245237136,232741036,142801368,475034476,244874394,230160081,142801368
이연제약(주),102460,2022/12,484691742,247765256,236926486,154038839,479981348,247294232,232687116,154038839
이오플로우(주),294090,2018/12,9763757,6129925,3633832,0,9352698,5657576,3695122,0
이오플로우(주),294090,2019/12,10017816,3486996,6530820,0,9838132,3321704,6516428,0
이오플로우(주),294090,2020/12,29152793,24835055,4317738,21655,28874805,24687722,4187082,21655
이오플로우(주),294090,2021/12,62660261,18917203,43743058,693268,60120796,17048701,43072095,693268
이오플로우(주),294090,2022/12,152250433,98727958,53522476,6707876,153442964,100377145,53065819,6647098
이오플로우(주),294090,2023/12,80687646,58875180,21812466,6589217,84450587,54964641,29485947,5656084
이원다이애그노믹스(주),245620,2018/12,75102072,51503446,23598626,21496787,53287271,51048176,2239095,5804209
이원다이애그노믹스(주),245620,2019/12,96400085,47811539,48588546,56721870,68793161,46735809,22057352,5414766
이원다이애그노믹스(주),245620,2020/12,160304929,70013049,90291880,92541209,155829299,65862269,89967030,48206551
이원다이애그노믹스(주),245620,2021/12,186938230,58995412,127942818,89282114,158332708,58645526,99687182,77683289
이원다이애그노믹스(주),245620,2022/12,192010587,32835416,159175170,94243693,139377898,37652027,101725871,63286059
이원컴포텍(주),088290,2018/12,32773847,8531091,24242756,44049192,28579332,7398636,21180696,42791557
이원컴포텍(주),088290,2019/12,37874014,19686574,18187440,47852572,36706599,17648743,19057856,46310492
이원컴포텍(주),088290,2020/12,35940530,10653730,25286801,34949770,31671962,7414779,24257183,32681437
이원컴포텍(주),088290,2021/12,,,,,74247869,48951992,25295876,38060141
이원컴포텍(주),088290,2022/12,,,,,97876247,49526003,48350244,47777326
이원컴포텍(주),088290,2023/12,,,,,79709784,49721241,29988543,47118903
이트론(주),096040,2018/12,,,,,47028711,44621645,2407066,8470642
이트론(주),096040,2019/12,104903445,65383990,39519455,28980984,104903300,65386564,39516736,28980984
이트론(주),096040,2020/12,111871789,72036440,39835349,41349067,112932667,73094754,39837912,41349067
이트론(주),096040,2021/12,146029065,69677975,76351090,40017483,146944607,70590517,76354090,40017483
이트론(주),096040,2022/12,182983842,75855155,107128688,71563654,158945618,72545517,86400102,55247852
이화공영(주),001840,2018/12,,,,,76432213,42863017,33569197,186487736
이화공영(주),001840,2019/12,,,,,85378592,42715453,42663139,138398049
이화공영(주),001840,2020/12,,,,,86304767,42710344,43594423,153232963
이화공영(주),001840,2021/12,,,,,103078954,45702034,57376919,194935372
이화공영(주),001840,2022/12,,,,,94770184,46957294,47812890,194558253
이화공영(주),001840,2023/12,,,,,105316738,46583569,58733169,151188719
이화산업(주),000760,2018/12,287450244,182804636,104645608,69095677,101662127,66005292,35656835,60183602
이화산업(주),000760,2019/12,276765830,152723959,124041871,61703168,96877842,62120861,34756981,50820577
이화산업(주),000760,2020/12,274857377,149328019,125529358,51125794,96174258,61425752,34748506,41763426
이화산업(주),000760,2021/12,274689898,208357510,66332388,57775112,97099789,70603031,26496759,50004109
이화산업(주),000760,2022/12,268217246,209720844,58496403,58633951,97033672,71374439,25659233,50147740
이화산업(주),000760,2023/12,265952519,207278132,58674387,47187842,94505532,69099249,25406283,37707799
이화전기공업(주),024810,2018/12,,,,,204447460,189437786,15009673,42045722
이화전기공업(주),024810,2019/12,,,,,226073917,209584808,16489109,56846635
이화전기공업(주),024810,2020/12,255456839,190649698,64807141,53295892,259088268,194333128,64755141,53295892
이화전기공업(주),024810,2021/12,370442906,263491320,106951586,66789425,371032177,264459071,106573106,66789425
이화전기공업(주),024810,2022/12,358696265,218758847,139937418,52488492,362699741,234889468,127810273,51587102
인바이오(주),352940,2018/12,,,,,,,,
인바이오(주),352940,2019/12,,,,,62131904,28270091,33861813,33735609
인바이오(주),352940,2020/12,,,,,71477184,36953871,34523313,34563133
인바이오(주),352940,2021/12,,,,,90604741,49915292,40689449,33466015
인바이오(주),352940,2022/12,,,,,87359610,46488480,40871130,34239811
인바이오(주),352940,2023/12,,,,,66318570,40726110,25592460,34024284
인베니아(주),079950,2018/12,154547944,45464201,109083744,172804068,153457429,45454354,108003074,172874613
인베니아(주),079950,2019/12,186593946,45129858,141464088,146173882,180768143,45383777,135384367,146436351
인베니아(주),079950,2020/12,142037460,40885108,101152352,141016315,141775857,40415847,101360010,141250256
인베니아(주),079950,2021/12,141842738,53835869,88006869,134316871,141719037,53518111,88200926,134225180
인베니아(주),079950,2022/12,113686788,52457591,61229197,56861987,107008650,51989750,55018899,56617933
인선이엔티(주),060150,2018/12,315621573,186940061,128681512,175954965,295102425,183363582,111738844,92503073
인선이엔티(주),060150,2019/12,347152596,206345333,140807263,183949124,330058278,209324812,120733466,102296528
인선이엔티(주),060150,2020/12,486281450,312584873,173696577,208566539,434974990,311118253,123856737,131185355
인선이엔티(주),060150,2021/12,493337475,337556517,155780958,246411621,446603249,332629054,113974194,121206232
인선이엔티(주),060150,2022/12,550218610,341844168,208374442,237616654,456760009,331711940,125048069,115867048
인선이엔티(주),060150,2023/12,544990569,343604586,201385984,220959200,455958559,332331183,123627376,108924904
인지컨트롤스(주),023800,2018/12,455405553,197829855,257575698,504149220,314439888,144955323,169484564,367109872
인지컨트롤스(주),023800,2019/12,507936553,187490340,320446213,494157939,312121117,145788165,166332952,354437930
인지컨트롤스(주),023800,2020/12,511309877,187086579,324223298,458654121,360824031,177330144,183493887,311644985
인지컨트롤스(주),023800,2021/12,543367175,196521604,346845570,484855609,371905271,187153262,184752009,331623367
인지컨트롤스(주),023800,2022/12,606910470,206221597,400688874,570020850,407278843,195138955,212139888,382118464
인지컨트롤스(주),023800,2023/12,649103362,220198637,428904725,634018251,438575543,204984378,233591165,407395095
인천도시가스(주),034590,2018/12,347800979,180056121,167744858,584435277,347853854,180252636,167601218,583697965
인천도시가스(주),034590,2019/12,365312455,184965972,180346483,573464485,365827418,185708555,180118864,572906592
인천도시가스(주),034590,2020/12,340211568,191671353,148540215,504491710,341399736,193041299,148358437,504439929
인천도시가스(주),034590,2021/12,360580638,191398011,169182627,504206281,362058262,193260369,168797894,503807729
인천도시가스(주),034590,2022/12,423143582,199999680,223143902,728489448,425143163,201593580,223549583,728356330
인천도시가스(주),034590,2023/12,,,,,443887541,211556300,232331241,781337052
인카금융서비스(주),211050,2018/12,,,,,128021679,10912829,117108850,199877746
인카금융서비스(주),211050,2019/12,163679476,13822475,149857000,244431780,164214694,14417856,149796838,244431780
인카금융서비스(주),211050,2020/12,175407931,25084726,150323205,301025442,175405550,25496193,149909357,301000748
인카금융서비스(주),211050,2021/12,214906203,41480405,173425798,314623455,214851036,42768794,172082242,314327292
인카금융서비스(주),211050,2022/12,291944519,73412420,218532099,401448586,293621160,75236050,218385110,400866634
인크로스(주),216050,2018/12,121311103,62939341,58371761,35769759,128239257,70080553,58158704,32402748
인크로스(주),216050,2019/12,144263390,65744492,78518898,34463400,147491865,69396603,78095262,31311953
인크로스(주),216050,2020/12,179307691,74530153,104777538,39440174,177693691,73852124,103841567,36181292
인크로스(주),216050,2021/12,230365261,93009384,137355878,51801204,228679913,92202422,136477491,48418623
인크로스(주),216050,2022/12,236897652,105956625,130941027,53308042,235081616,105280654,129800962,49444347
인크로스(주),216050,2023/12,213340682,114422412,98918270,46817787,209451426,114022148,95429278,40842131
인탑스(주),049070,2018/12,636880431,463688644,173191788,715562377,425680092,357307636,68372455,178237142
인탑스(주),049070,2019/12,692183154,520921000,171262153,910477910,446197534,367573845,78623689,240709540
인탑스(주),049070,2020/12,729743895,556161754,173582141,777840065,489819403,394479422,95339980,252820205
인탑스(주),049070,2021/12,820982089,634440378,186541711,1052038116,533716845,442644687,91072157,415494289
인탑스(주),049070,2022/12,870480458,731299926,139180532,1114154783,575035845,503948300,71087546,510749615
인탑스(주),049070,2023/12,859347522,748491856,110855666,577375550,542380296,504628460,37751836,126769977
인터지스(주),129260,2018/12,470115542,223364596,246750947,492443106,447566655,204645274,242921381,449093224
인터지스(주),129260,2019/12,419994906,180174917,239819989,478169277,376007881,164585713,211422168,431257455
인터지스(주),129260,2020/12,385984504,189174150,196810354,458316826,342590723,172635281,169955442,418388179
인터지스(주),129260,2021/12,388581566,206915646,181665920,588882040,349128425,188031743,161096682,543201654
인터지스(주),129260,2022/12,433167238,254445273,178721965,719983673,385856608,226979522,158877086,667448084
인터지스(주),129260,2023/12,428501449,263840461,164660989,611639434,389129399,239584551,149544848,561979647
인포뱅크(주),039290,2018/12,74993735,55717526,19276209,122037854,66515121,51595588,14919533,76182078
인포뱅크(주),039290,2019/12,72990104,55587598,17402506,119477343,65380274,50869744,14510530,72710688
인포뱅크(주),039290,2020/12,75326294,56813123,18513171,119604708,67786760,51830932,15955828,79068982
인포뱅크(주),039290,2021/12,89948176,65502843,24445333,138594963,80945286,58718316,22226970,101027475
인포뱅크(주),039290,2022/12,89136158,64294825,24841334,140174469,79591453,56802973,22788479,105122435
인포뱅크(주),039290,2023/12,100772840,77867357,22905483,136861270,92504513,72210222,20294291,105348765
인화정공(주),101930,2018/12,306138145,142076614,164061531,99817007,224619427,121582774,103036654,44830674
인화정공(주),101930,2019/12,286430693,132781551,153649141,129288748,214087064,121722052,92365012,69958816
인화정공(주),101930,2020/12,316697639,164400802,152296837,105747185,211497897,125525335,85972562,58513851
인화정공(주),101930,2021/12,364699680,189624551,175075130,110475019,278752426,176371233,102381193,54595370
인화정공(주),101930,2022/12,340721710,170350606,170371105,148389680,302506955,191545630,110961326,74140079
인화정공(주),101930,2023/12,319190611,168685118,150505493,103951074,324616085,195939031,128677054,71883563
일동제약(주),249420,2018/12,564669363,276824828,287844535,503907355,562908656,275860913,287047743,503393913
일동제약(주),249420,2019/12,612722853,252891513,359831340,517467682,610339301,251854891,358484409,516816628
일동제약(주),249420,2020/12,605277114,254547383,350729731,561845100,602872642,253448955,349423687,560963990
일동제약(주),249420,2021/12,708970363,160584775,548385588,560131626,689903318,151972022,537931296,559145199
일동제약(주),249420,2022/12,655810214,198224237,457585977,637714490,637159475,190589382,446570093,635808532
일동제약(주),249420,2023/12,611260857,174265578,436995279,600757840,569181858,166232298,402949560,599153465
일동홀딩스(주),000230,2018/12,265468274,164946011,100522263,47050031,208991057,173241586,35749471,17115063
일동홀딩스(주),000230,2019/12,805625164,321094476,484530688,292221432,233662172,156363491,77298681,19288113
일동홀딩스(주),000230,2020/12,799396993,305607788,493789205,596468914,249666601,172905087,76761514,16921957
일동홀딩스(주),000230,2021/12,920762518,183339578,737422940,592374546,270112999,177289965,92823034,18184535
일동홀딩스(주),000230,2022/12,862553167,169100181,693452985,675539717,297257259,185655753,111601506,20720171
일동홀딩스(주),000230,2023/12,876999055,169901850,707097204,638447518,303115591,187839514,115276078,18238358
일성건설(주),013360,2018/12,308746515,90090214,218656301,364018221,308519234,90116741,218402493,363196875
일성건설(주),013360,2019/12,350862593,91095204,259767389,375818803,350945459,91453599,259491860,375530497
일성건설(주),013360,2020/12,298510508,90302137,208208371,340961878,298701764,90770437,207931327,340707105
일성건설(주),013360,2021/12,379287374,109341003,269946371,416181928,378884167,109847990,269036178,416034262
일성건설(주),013360,2022/12,413301997,120486549,292815448,462601615,409776787,118819431,290957356,462562008
일성건설(주),013360,2023/12,409313433,125046648,284266785,607714578,404230604,121843944,282386660,602329812
일성신약(주),003120,2018/12,,,,,347264433,324335049,22929384,61652595
일성신약(주),003120,2019/12,,,,,369516179,345489453,24026726,48411628
일성신약(주),003120,2020/12,,,,,371224516,347476093,23748423,40600732
일성신약(주),003120,2021/12,,,,,371382501,345909591,25472910,42089836
일성신약(주),003120,2022/12,,,,,494420098,445567209,48852889,61247847
일성신약(주),003120,2023/12,,,,,419189929,382753680,36436249,78053232
일신방직(주),003200,2018/12,937343600,723239069,214104531,492301164,572127497,500319488,71808010,342198625
일신방직(주),003200,2019/12,953608709,723200211,230408498,496199336,554625588,486711928,67913660,320762127
일신방직(주),003200,2020/12,964200063,729568016,234632046,464871493,569541972,477731064,91810907,293767618
일신방직(주),003200,2021/12,1044004956,794294937,249710018,601028588,636041114,504695100,131346014,414426568
일신방직(주),003200,2022/12,1176745986,904447829,272298157,593058768,758625897,605754891,152871007,388541994
일신방직(주),003200,2023/12,1059230390,880734786,178495604,539409048,635734070,561546516,74187554,320133948
일양약품(주),007570,2018/12,432253279,209880043,222373236,300036332,374721996,176860676,197861319,186423161
일양약품(주),007570,2019/12,437456053,222739314,214716739,324573437,363916817,180961710,182955107,200001578
일양약품(주),007570,2020/12,439116735,244922047,194194688,343328724,342300350,178557667,163742683,214511254
일양약품(주),007570,2021/12,494271353,271758077,222513276,371347508,371760845,187044356,184716490,230265895
일양약품(주),007570,2022/12,498185237,291854094,206331142,383810822,348763942,189535280,159228662,235057199
일양약품(주),007570,2023/12,459455967,263027704,196428262,370537407,356660994,196407640,160253354,259042263
일정실업(주),008500,2018/12,68281023,42864520,25416503,48011222,67330535,43297471,24033064,38261437
일정실업(주),008500,2019/12,60518947,29533657,30985290,39790277,64926904,34087708,30839196,38857665
일정실업(주),008500,2020/12,46768525,25522013,21246512,31330330,52738163,31843115,20895048,30785380
