회사명,거래소코드,회계년도,총자본증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),종업원수증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),금융비용부담률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),사내유보 대 자기자본비율(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),종업원1인당 부가가치(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),유보율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자기자본구성비율(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),부채비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),1주당매출액(IFRS연결)(원),1주당순자산(IFRS연결)(원),[제조]자산(*)(IFRS연결),[제조]매출액(수익)(*)(IFRS연결),[제조]매출원가(*)(IFRS연결),[제조]판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),[제조]당기순이익(손실)(IFRS연결)
에이치디씨현대이피(주),089470,2015/12,-0.57,41.71,60.62,22.21,-8.18,,12.72,7,5.17,30.54,22.56,0.94,93.23,,1.54,4.36,2.39,2.4,3.26,9.12,3.75,1.26,0.23,,,,,19.73,81.11,1406,1948.89,1171.35,256.43,12.75,28.05,39.01,123.61,92.84,11.85,130.34,248.08,156.38,12.18,19.36,7.43,4.8,27202.14,,560624379,867748204,757349162,49679774,44857061
에이치디씨현대이피(주),089470,2016/12,2.95,13.42,14,21.21,-0.76,,13.68,8,5.94,28.47,21.14,0.66,92.52,,1.51,3.56,2.63,2.39,3.2,9.39,3.78,1.35,0.24,,,,,20.01,83.92,1603,1554.81,1457.13,264.59,13.41,28.1,45.92,135.46,100.31,11.67,99.13,233.09,117.77,17.9,30.45,9.68,6.49,26995.58,,577184630,861159023,743324194,48968949,51137731
에이치디씨현대이피(주),089470,2017/12,6.16,-39.78,-39.3,5.57,6.18,,9.8,4.54,3.39,15.22,11.39,0.6,95.35,,1.54,3.36,2.84,2.42,3.4,8.39,3.9,1.39,0.28,,,,,15.16,63.41,1002,241.9,1578.9,189.31,10.16,33.93,45.67,133.14,91.06,7.84,126.99,213.97,118.96,8.61,14.74,4.68,3.13,28663.12,,612710406,914353503,824760081,48121992,31042186
에이치디씨현대이피(주),089470,2018/12,-2.02,-65.39,-72.63,0.87,-0.39,,7.14,1.58,0.93,5.11,3.02,0.68,98.67,,1.5,3.24,2.8,2.36,3.59,6.92,4.01,1.37,0.42,,,,,11.18,46.69,275,257.13,1593.12,138.17,7.37,47.24,47.02,145.92,92.35,6.62,116.65,211.47,112.69,2.5,4.11,1.33,0.87,28552.03,,600353780,910809614,845772796,50682727,8496107
에이치디씨현대이피(주),089470,2019/12,-8.84,137.32,55.02,0.42,-8.31,,10.3,4.08,1.58,12.04,4.66,0.61,96.3,,1.46,2.95,2.87,2.26,3.27,7.3,4.16,1.37,0.45,,,,,11.33,46.12,445,3362.35,1663.03,149.02,7.43,50.81,51.79,165.14,124.26,14.12,62.76,237.32,93.07,21.88,38.9,10.55,6.91,26178.95,,547277769,835108421,749113172,51929879,13170850
에이치디씨현대이피(주),089470,2020/12,-4.09,1.52,4.73,3.27,-17.45,,12.24,5.02,2,12,4.79,0.38,96.59,,1.29,2.39,2.78,1.97,2.57,8.48,3.89,1.29,0.27,,,,,13.28,55.11,477,1861.95,1716.99,184.84,10.11,44.8,55.77,218.83,171.41,49.02,39.91,205.89,79.31,35.89,73.36,15.87,12.09,21611.96,,524916605,689421410,605057732,49780815,13794072
에이치디씨현대이피(주),089470,2021/12,11.04,-17.96,-25.44,2.47,24.71,,9.82,3.3,1.2,9.45,3.47,0.27,97.81,,1.55,2.86,3.39,2.36,3.28,8.43,4.84,1.6,0.3,,,,,11.28,46.05,356,-22.96,1758.95,160.8,7.65,49.99,52.78,205.53,136.49,26.89,65.42,202.88,89.46,10.66,21.5,5.03,3.41,26951.63,,582888462,859757102,775365686,56020855,10285176
에이치디씨현대이피(주),089470,2022/12,3.51,-28.14,11.91,2.3,21.65,,8.01,1.95,1,6.56,3.79,0.44,97.54,,1.76,3.37,3.7,2.68,4.13,7.59,5.52,1.78,0.43,,,,,12.06,50.29,398,249.32,1799.09,176.49,6.96,52.19,51.96,191.74,120.97,23.03,77.14,189.49,92.47,1.25,2.53,0.6,0.35,32786.21,,603330217,1045880004,962135840,63356963,10418777
에이치디한국조선해양(주),009540,2012/12,0.56,-56.06,-61.54,3.06,2.35,,8.45,3.63,1.86,10.8,5.92,0.3,96.25,,1.12,2.98,1.79,2.27,3.08,8.68,11.18,1.15,0.15,,,,,11.87,38.69,17823,-45514.15,4710.86,140.69,10.64,55.58,38.04,114,86.08,5,199.42,131.24,162.91,-4.84,-9.97,-3,-2.69,723338.18,,49273175894,54973701392,50330946876,2649589875,1020598208
에이치디한국조선해양(주),009540,2013/12,7.98,-59.76,-71.68,2.18,-1.43,,6.01,1.48,0.27,4.25,1.63,0.3,99.07,,1.06,2.87,1.67,1.99,2.57,8.8,10.21,1.05,0.17,,,,,8.78,30.74,5047,6484.2,4807.91,117.47,8.62,72.43,35.77,111.61,88.22,5.1,201.48,126.06,179.59,-4.34,-9.36,-2.79,-2.74,713001.27,,53204971621,54188096316,50932984966,2453128334,146303386
에이치디한국조선해양(주),009540,2014/12,0.34,0,0,-12.03,-2.96,,-1.36,-6.18,-4.2,-18.22,-10.91,0.22,105.49,,0.99,2.95,1.48,1.78,2.23,8.8,11.06,0.93,0.15,,,,,3.07,10.66,-32049,19824.67,4261.64,39.53,3.11,220.47,31.17,107.83,86.81,11.66,268.44,107.39,220.85,2.72,6.04,1.87,1.9,691873.74,,53384417841,52582404205,53299441785,2532417385,-2206064695
에이치디한국조선해양(주),009540,2015/12,-7.33,0,0,-9.47,-11.91,,3.24,-3.42,-2.97,-9.89,-9.34,0.22,103.62,,0.9,2.89,1.31,1.63,1.98,9,11.16,0.86,0.16,,,,,6.22,20.4,-24347,-8387.31,3769.34,83.98,6.65,123.01,31.18,117.48,98.11,13.3,110.79,142.48,220.68,1.28,2.61,0.88,0.94,609442.63,,49469064992,46317640151,44814940955,3087605116,-1375768355
에이치디한국조선해양(주),009540,2016/12,-1.05,0,0,16.02,-15.11,,11.36,3.94,1.59,9.33,3.67,0.37,97.5,,0.8,2.37,1.21,1.48,1.76,9.42,9.18,0.79,0.21,,,,,11.43,30.48,8768,34857.93,4348.39,131.01,14.23,63.09,36.34,111.31,94.61,18.62,147.63,158.74,175.2,3.23,6.33,2.05,2.56,517373.39,,48949259814,39320377292,34852183108,2918549751,626990744
에이치디한국조선해양(주),009540,2017/12,-37.88,-99.05,350.82,-30.22,-60.66,,6.68,0.09,17.41,0.1,18.17,0.21,100.15,,0.39,1.03,0.63,0.71,0.8,6.55,5.39,0.38,0.23,,,,,8.02,22.45,44798,9616.39,3844.1,237.08,15.77,81.55,40.69,113.12,107.71,20.75,41.26,105.2,145.79,8.99,30.41,5.33,10.48,250717.71,,30408847507,15468835510,14434935998,1019253882,2693141932
에이치디한국조선해양(주),009540,2018/12,-18.68,-3667.75,-119.9,6.84,-15.19,,2.72,-3.98,-3.46,-4.1,-4.25,0.44,106.06,,0.48,1.03,0.88,0.88,0.93,14.15,10.15,0.48,0.07,,,,,5.6,13.68,-7855,1900.75,3260.81,145.11,10.55,129.04,53.02,130.89,120.16,32.32,34.72,93.42,88.62,3.1,9.23,1.46,2.74,197105.09,,24729898792,13119891213,12763180484,879230742,-453610241
에이치디한국조선해양(주),009540,2019/12,1.32,0,0,-2.65,15.72,,6.53,1.91,1.4,2.23,1.4,0.47,99.46,,0.61,1.17,1.28,1.22,1.35,13.05,12.97,0.7,0.07,,,,,9.33,23.85,2183,-20687.5,3171.7,259.3,15.39,75.83,51.59,140.3,125.56,24.88,36.58,81.69,93.83,-5.51,-12.51,-2.67,-4.41,214524.3,,25055372817,15182553166,14191186947,701198605,213081106
에이치디한국조선해양(주),009540,2020/12,0.75,-74.37,0,-5.71,-1.84,,5,0.5,-5.6,0.59,-7.42,0.98,103.46,,0.59,1.18,1.19,1.17,1.3,11.59,14.67,0.68,0.06,,,,,6.36,16.33,-11791,-1271.24,2985.02,196.02,10.77,100.87,49.2,136.69,123.52,38.94,35.9,57.4,103.23,-6.06,-12.07,-3.08,-5.21,210583.6,,25244191252,14903657734,14159004629,670285971,-835177677
에이치디한국조선해양(주),009540,2021/12,8.12,0,0,-9.63,3.96,,-3.34,-8.94,-7.37,-11.15,-8.95,0.74,109.43,,0.59,1.25,1.12,1.12,1.25,11.04,18.5,0.64,0.05,,,,,3.44,9.7,-13142,11810.18,2688.37,114.66,6.06,219.22,45.48,129.02,115.25,40.47,47.44,40.46,119.86,2.51,7.09,1.37,2.41,218916.2,,27293093978,15493381773,16010119587,868077963,-1141204413
에이치디한국조선해양(주),009540,2022/12,9.49,0,0,-1.44,11.67,,2.12,-2.06,-1.71,-2.88,-2.22,0.17,102.05,,0.61,1.4,1.07,1.14,1.3,9.21,22.94,0.61,0.04,,,,,6.08,18.57,-3068,6531.38,2648.35,203.09,10.49,98.97,41.2,104.94,90.28,17.94,296.77,41.76,142.72,3.69,15.3,2.17,3.75,244471.65,,29883476300,17302020185,16935580632,722000146,-295177096
에이치디현대(주),267250,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20888570158,14299511713,12890410497,566062799,1013033249
에이치디현대(주),267250,2018/12,11.77,2.18,-71.22,3.19,90.61,,6.96,3.16,1.04,8.34,3.53,0.73,98.45,,1.23,2.64,2.31,3.26,6,7.14,10.54,1.71,0.18,,,,,8.3,25.6,18371,41020.84,9990.54,54.27,7.11,41.53,45.2,102.59,52.59,12.7,1932.46,96.96,121.22,5.8,9.42,3.18,2.72,1673561.18,,23347820007,27256649937,25360420611,1034801988,283985348
에이치디현대(주),267250,2019/12,10.14,-22.62,-35.51,3.42,-2.3,,6.87,2.5,0.43,5.94,2.2,0.94,99.25,,1.09,2.37,2,2.83,5.02,6.49,12.11,1.5,0.15,,,,,7.47,25.33,11848,74021.85,10315.31,54.04,7.21,40.94,46.22,123.85,75.52,25.29,202.66,103.38,116.38,6.77,10.83,3.64,3.52,1635105.27,,25715535189,26630333352,24800633574,1163105933,115347380
에이치디현대(주),267250,2020/12,3.28,0,0,-12.23,-28.99,,3.01,-3.16,-4.18,-5.2,-8.12,1.06,105.36,,0.72,1.65,1.29,2.1,3.41,5.48,9.87,1.17,0.2,,,,,2.53,7.85,-42815,54466.5,9115.51,16.94,3.56,111.15,41.79,127.03,79.34,32.17,176.43,104.9,139.32,6.77,9.62,3.94,5.53,1161136.26,,26558952365,18910981519,18341294237,1166796118,-789719525
에이치디현대(주),267250,2021/12,34.85,0,0,-9.93,48.9,,9.47,3.85,0.66,9.44,-1.98,0.92,97.86,,0.9,2.45,1.43,2.63,4.49,6.33,12.05,1.43,0.18,,,,,7.59,28.18,-1872,2605.31,8259.75,66.32,9.65,38.36,33.19,114.69,64.38,18.29,342.52,105.63,201.29,2.28,3.6,1.53,1.94,356471.03,,35815655908,28158746399,25492548379,1580786444,186012264
에이치디현대(주),267250,2022/12,83.08,212.05,0,18.47,116.1,,9.81,5.57,3.67,19.27,20.41,0.76,95.53,,1.2,3.46,1.84,2.8,4.32,7.93,18,1.49,0.11,,,,,12.15,33.82,19933,27012.21,9693.06,101.04,13.1,38,35.48,114.68,78.63,15.2,245.6,87.76,181.86,2.76,5.91,1.78,1.92,770316.39,,65570861076,60849668073,54883097648,2579562161,2234955013
에이치디현대건설기계(주),267270,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2228657259,1886746665,1537219688,254294264,46608709
에이치디현대건설기계(주),267270,2018/12,40.29,119.18,92.96,5.48,71.4,,16.84,6.45,4.36,15.24,7.47,0.55,94.67,,1.21,2.36,2.47,1.72,3.17,3.77,8.42,1.18,0,,,,,14.33,70.95,4585,-6038.41,1181.83,774.15,13.85,39.63,50.16,233.18,124.75,34.12,81.42,133.9,99.37,-1.67,-2.7,-0.83,-0.81,327444.17,,3126514886,3233935220,2689396645,335806106,141055392
에이치디현대건설기계(주),267270,2019/12,1.97,-24.4,-96.41,-2.05,-11.81,,19.09,5.53,1.78,10.03,0.26,0.72,97.6,,0.9,1.81,1.8,1.31,2.31,3.03,7.75,0.9,0,,,,,10.57,51.95,169,7881.36,1170.14,550.68,11.81,50.56,49.47,204.37,122.99,21.16,77.97,204.8,102.14,2.97,4.17,1.5,1.68,144772.81,,3188050894,2852139163,2307587276,386759359,50881204
에이치디현대건설기계(주),267270,2020/12,5.26,-41.97,-399.01,0.63,-8.23,,17.68,3.5,0.32,5.79,-0.79,0.78,99.66,,0.8,1.65,1.55,1.19,1.84,3.32,8.1,0.79,0,,,,,8.54,40.29,-506,13946.18,1177.89,436.7,10.95,65.24,47.31,195.85,133.53,61.69,65.02,125.91,111.39,12.16,17.37,6.41,8.21,132864.48,,3355861001,2617535552,2154730192,371235802,8504674
에이치디현대건설기계(주),267270,2021/12,5.91,75.5,0,8.9,25.47,,16.22,4.89,3.85,10.25,8.92,0.56,95.31,,0.95,2.1,1.74,1.39,2.19,3.79,9.85,0.89,0.61,,,,,12.53,62.81,5953,-9947.87,1287.95,664.41,13.56,47.19,43.55,164.73,97.17,29.77,104.37,118.3,129.63,1.96,3.09,1.11,1.2,166711.04,,3554288235,3284339623,2751714110,371916677,126434170
에이치디현대건설기계(주),267270,2022/12,-2.97,6.16,-1.7,10.29,7.04,,17.12,4.85,2.83,10.61,7.99,0.57,95.8,,1,2.19,1.86,1.46,2.64,3.26,9.83,0.91,0.41,,,,,13.02,61.87,6112,12943,1462.82,597.29,12.77,47.09,48.35,171.11,87.78,28.61,117.18,100.2,106.84,1.66,2.97,0.86,0.84,178450.27,,3448586770,3515611921,2913573919,431427977,99406644
에이치디현대마린솔루션(주),443060,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209097529,240343641,172630397,11275930,40034902
에이치디현대마린솔루션(주),443060,2018/12,0,0,0,0,0,,22.42,17.59,13.11,33.35,24.85,-0.24,82.13,,1.12,1.9,2.73,1.15,1.51,4.86,4.67,0.81,0,,,,,27.68,3144.29,13584,27189.83,993.36,304890.4,24.75,26.95,58.99,236.82,180.67,93.65,41.04,233.31,69.53,71.53,0,29.34,26.24,103622.26,,370719937,414489052,321574735,19986649,54335798
에이치디현대마린솔루션(주),443060,2019/12,60.65,48.84,63.82,40.94,95.19,,16.15,13.42,11,41.2,33.79,-0.47,85.87,,1.67,3.07,3.68,1.74,2.13,9.51,8.85,1.19,0.17,,,,,25.56,2020.37,22253,39631.68,1440.99,565519.84,18.82,23.17,51.75,200.52,170.6,59.49,29.76,105.07,93.24,46.51,2891.48,22.44,16.52,202255.17,,595549777,809020680,678374039,22103976,89012262
에이치디현대마린솔루션(주),443060,2020/12,-22.11,44.29,21.34,-17.48,24.72,,18.44,15.52,10.7,55.68,38.4,-0.3,85.48,,1.9,3.59,4.06,2.02,2.51,10.48,9.03,1.36,0.13,,,,,41.42,2168.95,27002,12246.92,1171.63,817961.82,19.04,21.87,54.82,213.54,159.9,46.73,47.24,162.78,82.4,49.51,1932.16,22.37,10.28,252242.73,,463896792,1008970908,822952797,29398631,108008513
에이치디현대마린솔루션(주),443060,2021/12,-9.78,-27.86,-17.08,-39.11,7.81,,13.37,10.39,8.23,55.22,43.78,0.03,89.46,,2.47,5.32,4.6,2.68,3.75,9.33,8.51,1.76,0.25,,,,,40.06,1939.4,22391,17093.36,674.36,457389.5,15.42,27,37,173.47,116.88,38.76,77.02,152.41,170.26,22.25,103.57,14.02,5.39,271936.45,,418547822,1087745797,942316236,32448375,89563978
에이치디현대마린솔루션(주),443060,2022/12,24.2,25.64,17.15,17.66,22.62,,14.67,10.64,7.87,84.22,62.25,0.14,89.68,,2.84,7.91,4.44,3.18,4.83,9.35,9.23,1.94,0.2,,,,,40.11,1630.92,2623,12884.52,811.08,65911.81,15.63,27.51,35.05,144.52,93.53,20.26,114.53,150.42,185.27,17.76,62.99,11.53,4.5,333449.65,,519815758,1333798581,1138075343,53772831,104926508
에이치디현대에너지솔루션(주),322000,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에이치디현대에너지솔루션(주),322000,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에이치디현대에너지솔루션(주),322000,2019/12,0,0,0,0,0,,14.6,4.95,5.28,6.94,7.41,-0.07,96.4,,0.93,1.4,2.73,1.24,1.88,3.67,3.87,0.86,1.5,,,,,7.75,47.31,2788,1452.28,467.6,103.87,8.36,39.64,66.06,227.74,150.49,41.2,60.47,177.48,51.37,9.96,66.15,3.38,3.65,39830.66,,481150928,446103343,380974234,43069258,23547402
에이치디현대에너지솔루션(주),322000,2020/12,-4.76,-60.2,-73.57,3.43,-11.59,,13.42,2.23,1.58,2.72,1.93,0.05,102.93,,0.84,1.22,2.69,1.18,1.8,3.41,4.08,0.84,2.39,,,,,1.87,10.07,556,-863.34,487.04,27.16,2.17,159.27,71.74,287.83,186.25,103.56,54.08,167.15,39.39,2.55,4.97,0.72,0.84,35213.99,,458242118,394396713,341476119,44139938,6223748
에이치디현대에너지솔루션(주),322000,2021/12,0,0,0,0,0,,12.8,1.6,-1.12,2.96,-2.08,0.08,101.06,,0.98,1.85,2.08,1.33,2.29,3.19,5.29,0.85,0.2,,,,,2.9,17.32,-594,3257.7,472,36.12,2.96,85.31,52.9,174.09,101.28,50.16,98.27,63.81,89.05,12.79,43.34,6.03,6.15,52961.03,,605558889,593163582,517265308,66403477,-6655574
에이치디현대에너지솔루션(주),322000,2022/12,7.81,849.63,0,19.11,66.03,,18.81,9.16,6.15,25.69,17.27,0.06,92.54,,1.57,2.81,3.54,2.11,4.14,4.29,7.95,1.38,0.15,,,,,16.31,103.58,5412,-3087.74,581.31,207.49,10.81,19.23,58.44,206.44,91.39,28.96,108.09,81.36,71.11,0.35,1.33,0.15,0.1,87929.68,,652825960,984812413,799543147,95103388,60610132
에이치디현대인프라코어(주),042670,2012/12,-1.29,-48.84,17.3,32.6,-3.6,,20.6,4.44,4.95,13.72,16.3,4.42,99.8,,0.7,3.09,0.91,2.02,3.51,4.74,6.22,1.01,2.52,,,,,13.99,84,2075,-2566.68,190.11,329.88,19.81,63.63,25.94,109.12,62.16,13.07,514.69,205.6,285.52,-1.84,-2.56,-1.37,-1.93,48383.26,,11552840624,8158350960,6478129915,1317803816,404019976
에이치디현대인프라코어(주),042670,2013/12,-0.62,1.95,0,22.09,-5.17,,21.29,4.78,-1.3,11.29,-3.75,3.77,100.04,,0.67,2.36,0.94,2.04,3.5,4.91,6.36,1.12,0,,,,,13.39,71.09,-596,2825.42,187.95,300.53,19.87,66.89,30.91,134.59,80.5,10.45,156.37,179.32,223.51,0.31,0.44,0.21,0.32,45358.48,,11481493540,7736830294,6089337803,1277992101,-100949938
에이치디현대인프라코어(주),042670,2014/12,4.15,22.6,0,-6.28,-0.62,,22.27,5.89,0.31,13.25,1.45,3.53,100.07,,0.66,2.25,0.93,1.99,3.39,4.81,6.45,1.12,1.51,,,,,12.61,68.37,202,1114.92,169.85,295.08,19.61,67.92,27.5,122.01,70.25,11.02,235.19,150.78,263.64,4.11,5.86,2.98,4.64,37061.27,,11957427427,7688557930,5975985523,1259577970,23972211
에이치디현대인프라코어(주),042670,2015/12,-4.8,-93.94,0,-27.79,-6.19,,21.42,0.38,-11.92,0.86,-33.98,3.67,107.83,,0.62,2.26,0.85,1.83,3.11,4.42,6.33,0.95,0,,,,,9.03,47.5,-4038,1140.9,94.87,225.86,14.26,110.01,27.26,97.85,58.58,14.14,0,203.17,266.85,2.83,3.89,2.06,3.24,34768.86,,11383172816,7212985165,5667713958,1517830132,-859505201
에이치디현대인프라코어(주),042670,2016/12,-11.92,1688.63,0,1.93,-20.57,,23.13,8.57,2.02,14.98,3.1,3.81,98.62,,0.54,1.75,0.77,1.65,2.73,4.19,5.64,0.79,0,,,,,12.71,72.83,214,2472.79,98.64,289.87,22.24,56.7,34.39,83.48,51.26,14.74,0,153.76,190.77,5.7,8.47,3.74,6.54,27618.24,,10026808641,5729550204,4404458833,834273183,115984856
에이치디현대인프라코어(주),042670,2017/12,2.49,34.63,135.19,-22.65,14.63,,23.49,10.06,4.52,19.96,8.13,2.84,92.84,,0.65,1.98,0.96,1.93,3,5.4,6.59,0.93,0.35,,,,,16.19,96.18,627,3208.84,53.24,412.1,25.33,44.05,30.88,101.94,67.98,25.53,1748.14,127.3,223.84,8.3,12.68,5.74,8.97,31659.33,,10276090132,6567897226,5024999368,882128559,296642759
에이치디현대인프라코어(주),042670,2018/12,7.33,28.35,65.83,20.28,17.7,,23.21,10.97,5.1,24.25,14.04,2.29,92.04,,0.73,2.21,1.08,1.89,2.86,5.56,6.6,0.99,0.25,,,,,16.32,107.39,1184,4024.8,84.18,485.12,23.28,42.56,34.64,117.16,76.81,27.87,235.15,120.46,188.66,10.43,17.61,6.82,9.72,37136.54,,11029166692,7730107943,5936246301,945734196,394169729
에이치디현대인프라코어(주),042670,2019/12,2.81,-0.91,-2.64,15.95,5.9,,23.36,10.27,4.83,20.78,11.59,1.94,92.59,,0.73,2.02,1.15,1.87,3.02,4.95,6.5,0.96,0.31,,,,,16.57,107.3,1153,2725.86,113.54,453.11,22.95,46.18,37.64,96,56.16,16.86,0,133.05,165.69,9.94,17.77,6.2,8.58,39324.51,,11338592981,8185839945,6273218677,1072224208,395698171
에이치디현대인프라코어(주),042670,2020/12,6.07,-21.63,-37.96,6.98,-3.08,,21.78,8.3,3.59,15.04,6.47,1.95,94.43,,0.68,1.81,1.09,1.7,2.65,4.7,8.46,0.9,0.2,,,,,15.29,104.8,707,5019.57,120.23,428.38,23.17,51.57,37.32,130.06,89.11,42.84,136.24,59.47,167.92,10.73,18.53,6.73,10.2,37898.79,,12026886194,7934104968,6205896086,1069610267,285073683
에이치디현대인프라코어(주),042670,2021/12,-60.24,-59.84,210.1,-42.36,-42.1,,19.31,5.76,12.36,9.03,24.63,1.87,95.39,,0.55,1.57,0.84,1.11,1.63,3.44,7.93,0.61,0.17,,,,,17.13,71.48,5816,1191.79,594.78,557.79,17.83,49.64,28.64,117.01,78.09,19.7,228.75,86.07,249.12,18.3,34.99,13.06,13.59,27634.81,,4782289798,4593665146,3706827366,622329974,567835830
에이치디현대인프라코어(주),042670,2022/12,-0.95,25.72,-50.22,19.33,3.54,,21.19,6.99,4.83,22.13,15.29,1.38,94.32,,1,3.17,1.46,1.49,2.39,3.98,7.92,0.85,0.22,,,,,19.4,81.23,1163,89.67,727.62,640.04,19.32,46.04,34.52,150.97,87.55,14.39,124.43,101.75,189.7,3.48,6.61,2.28,2.27,24049.51,,4736667586,4756113502,3748492194,675074424,229551496
에이치디현대일렉트릭(주),267260,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2094576576,1449573280,1254561884,132592130,14281035
에이치디현대일렉트릭(주),267260,2018/12,11.05,-261.14,-1352.78,-18.16,33.86,,7.87,-5.18,-9.22,-10.64,-18.92,1.05,110.75,,0.88,2.05,1.53,1.24,1.64,4.96,2.67,0.8,0,,,,,6.29,28.82,-8812,-394.55,751.06,339.35,7.54,197.41,36.6,147.03,109.23,33.5,80.39,275.2,173.24,-0.29,-0.47,-0.18,-0.22,190128.69,,2326055715,1940412136,1787659456,253334137,-178926079
에이치디현대일렉트릭(주),267260,2019/12,-2.99,0,0,-17.75,-8.72,,8.66,-8.85,-14.92,-20.2,-34.08,1.56,118.29,,0.77,2.28,1.17,1.13,1.53,4.34,3.24,0.66,0,,,,,-1.19,-5.42,-12961,2826.67,296.82,-48.52,-1.52,0,31.03,132.08,97.3,16.88,108.41,205.66,222.25,1.72,3.42,1.19,1.51,87003.09,,2256474848,1771133588,1617777085,310050969,-264300823
에이치디현대일렉트릭(주),267260,2020/12,0.72,0,0,-2.97,2.27,,17.12,4.01,-2.22,10.54,-5.84,1.4,102.86,,0.8,2.63,1.15,1.22,1.64,4.83,4.28,0.68,0,,,,,10.11,45.63,-1118,5673.86,285.28,365.5,12.68,93.98,29.89,115.61,87.49,41.11,180.16,241.28,234.62,8.22,16.79,5.77,7.23,50249.34,,2272620340,1811344734,1501167514,237478128,-40246346
에이치디현대일렉트릭(주),267260,2021/12,-2.54,-86.61,0,-4.85,-0.3,,13.02,0.54,-1.87,1.47,-5.08,1.17,102.18,,0.8,2.73,1.14,1.26,1.67,5.05,4.41,0.67,0,,,,,14.34,62.41,-936,3045.39,267,496.16,17.59,92.57,29.18,111.64,83.13,28.33,244.84,230,242.76,10.02,28.33,7.09,8.7,50100.84,,2214970250,1805991747,1570865259,225390128,-33686739
에이치디현대일렉트릭(주),267260,2022/12,9.94,1266.43,0,27.29,16.53,,15.98,6.32,7.7,18.01,22.12,0.98,92.85,,0.91,2.85,1.33,1.43,2.15,4.27,4.6,0.75,0,,,,,19.18,89.73,4514,-3443.79,364.85,689.78,22.19,50.43,34.13,109.72,65.23,12.24,457.71,185.33,192.96,-0.45,-1.2,-0.29,-0.34,58381.88,,2435030171,2104499487,1768194218,203264282,162017993
에이치디현대중공업(주),329180,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에이치디현대중공업(주),329180,2020/12,0,0,0,0,0,,5.7,0.39,-5.19,0.61,-8.05,1.51,105.89,,0.6,1.55,0.98,1.19,1.34,10.67,11.02,0.64,0.08,,,,,4.93,11.44,-6096,-2825.93,1414.92,134.52,8.19,123.88,38.85,117.11,104.07,22,76.19,79.64,157.42,-2.37,-4.38,-1.45,-2.41,117445.86,,13799657849,8312009823,7837882674,441618088,-431445898
에이치디현대중공업(주),329180,2021/12,9.27,0,0,4.35,-0.01,,-2.52,-9.63,-9.8,-14.61,-14.87,1.21,111.94,,0.58,1.52,0.93,1.12,1.26,9.91,10.35,0.6,0.08,,,,,2.71,6.95,-10713,10767.67,1160.3,80.84,4.92,288.77,37.1,111.88,99.13,30.32,107.31,72.22,169.55,2.96,8.07,1.86,3.38,117435.5,,15078671491,8311275924,8520484596,591054105,-814227962
에이치디현대중공업(주),329180,2022/12,8.03,0,0,-5.47,8.83,,1.8,-3.2,-3.89,-5.31,-6.47,0.67,103.81,,0.58,1.66,0.88,1.14,1.33,7.95,10.46,0.57,0.1,,,,,4.79,13.13,-3966,802.25,1091.31,144.71,8.62,113.68,32.46,88.19,73.01,8.2,0,94.9,208.06,3.79,15.73,2.56,4.61,101894.37,,16289398053,9045480488,8882619441,452012200,-352064622
